supertype,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm,unassigned
0241 Sst Chodl Gaba_4,0.0,0.0,0.04996326230712711,0.05804555473916238,0.0007347538574577516,0.5760470242468773,0.0,0.0,0.11462160176340926,0.0,0.011021307861866276,0.05143277002204261,0.0,0.0,0.0,0.00440852314474651,0.0007347538574577516,0.0,0.006612784717119765,0.0,0.0,0.06980161645848641,0.024981631153563555,0.03159441587068332,0.0
0242 Sst Chodl Gaba_5,0.0,0.0,0.11730205278592376,0.005865102639296188,0.011730205278592375,0.04985337243401759,0.0,0.0,0.24633431085043989,0.0,0.3020527859237537,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.03519061583577713,0.0,0.0,0.011730205278592375,0.026392961876832845,0.0,0.0
0243 Sst Chodl Gaba_6,0.0,0.0,0.02127659574468085,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.3191489361702128,0.574468085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0
0244 NDB-SI-MA-STRv Lhx8 Gaba_1,0.0,0.0,0.0015748031496062992,0.0,0.09606299212598425,0.0,0.004724409448818898,0.0,0.011023622047244094,0.0,0.647244094488189,0.2346456692913386,0.0,0.0,0.0,0.0,0.0015748031496062992,0.0,0.0015748031496062992,0.0,0.0,0.0,0.0015748031496062992,0.0,0.0
0245 NDB-SI-MA-STRv Lhx8 Gaba_2,0.0,0.0,0.01168384879725086,0.0,0.026804123711340205,0.0,0.0,0.0,0.04054982817869416,0.0,0.7319587628865979,0.17972508591065292,0.0,0.0,0.0,0.0,0.0,0.0,0.001718213058419244,0.0,0.0003436426116838488,0.001718213058419244,0.005498281786941581,0.0,0.0
0246 NDB-SI-MA-STRv Lhx8 Gaba_3,0.0,0.0,0.0008326394671107411,0.0,0.05578684429641965,0.0,0.0,0.0,0.0033305578684429643,0.0,0.8276436303080766,0.11074104912572856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016652789342214821,0.0,0.0
0247 NDB-SI-MA-STRv Lhx8 Gaba_4,0.0,0.0,0.0,0.0,0.03734439834024896,0.0,0.0,0.0,0.0004610419548178884,0.0,0.8072844628861227,0.05763024435223606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0958967266021208,0.0013831258644536654,0.0,0.0
0248 NDB-SI-MA-STRv Lhx8 Gaba_5,0.0,0.0,0.0,0.0,0.18658280922431866,0.0,0.0,0.0,0.0,0.0,0.6163522012578616,0.18867924528301888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0,0.0020964360587002098
0249 NDB-SI-MA-STRv Lhx8 Gaba_6,0.0,0.0,0.021164021164021163,0.0,0.20458553791887124,0.0,0.0,0.0,0.0,0.0,0.37918871252204583,0.38271604938271603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.0
0250 NDB-SI-MA-STRv Lhx8 Gaba_7,0.0,0.0,0.0,0.0,0.1254180602006689,0.0,0.0,0.0,0.01839464882943144,0.0,0.5451505016722408,0.3110367892976589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0251 NDB-SI-MA-STRv Lhx8 Gaba_8,0.0,0.0,0.0,0.0,0.10429447852760736,0.0,0.0,0.0,0.024539877300613498,0.0,0.6702453987730062,0.10276073619631902,0.0015337423312883436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09202453987730061,0.004601226993865031,0.0,0.0
0252 NDB-SI-MA-STRv Lhx8 Gaba_9,0.0,0.0,0.0,0.0,0.13471502590673576,0.0,0.0,0.0,0.0,0.0,0.538860103626943,0.32124352331606215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051813471502590676,0.0,0.0
0253 NDB-SI-MA-STRv Lhx8 Gaba_10,0.0,0.0,0.00929368029739777,0.0,0.05204460966542751,0.0037174721189591076,0.0018587360594795538,0.0,0.1654275092936803,0.0018587360594795538,0.5037174721189591,0.24721189591078066,0.0,0.0,0.0,0.0,0.0,0.0,0.0037174721189591076,0.0018587360594795538,0.0,0.0018587360594795538,0.0,0.0,0.007434944237918215
0254 NDB-SI-MA-STRv Lhx8 Gaba_11,0.0,0.0,0.004210526315789474,0.0,0.01263157894736842,0.0,0.0,0.0,0.08210526315789474,0.0,0.6378947368421053,0.26105263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002105263157894737,0.0,0.0
0255 NDB-SI-MA-STRv Lhx8 Gaba_12,0.0,0.0,0.08854166666666667,0.0,0.07291666666666667,0.005208333333333333,0.0,0.0,0.052083333333333336,0.0,0.2760416666666667,0.421875,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.020833333333333332,0.052083333333333336,0.0,0.0
0256 NDB-SI-MA-STRv Lhx8 Gaba_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.6111111111111112,0.35185185185185186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0257 GPe-SI Sox6 Cyp26b1 Gaba_1,0.0,0.0,0.0,0.0,0.0015723270440251573,0.0,0.0,0.0,0.0,0.0,0.7641509433962265,0.0440251572327044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18867924528301888,0.0015723270440251573,0.0,0.0
