taxonomy_level,cell_set,cell_count,percentage_of_total
supertype,0673 MG-POL-SGN Nts Glut_2,192,0.005
supertype,0614 PH-LHA Foxb1 Glut_3,190,0.005
supertype,0304 LSX Otx2 Gaba_4,190,0.005
supertype,0365 SI-MA-ACB Ebf1 Bnc2 Gaba_2,190,0.005
supertype,0463 ZI Pax6 Gaba_5,190,0.005
supertype,1016 VCO Mafa Meis2 Glut_4,188,0.005
supertype,0592 PH-ant-LHA Otp Bsx Glut_2,188,0.005
supertype,0729 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12,186,0.005
supertype,1113 MV Pax6 Gly-Gaba_1,185,0.005
supertype,0737 PAG Pou4f1 Ebf2 Glut_1,185,0.005
supertype,0313 LSX Nkx2-1 Gaba_8,184,0.005
supertype,0742 PAG Pou4f1 Ebf2 Glut_6,184,0.005
supertype,0585 PVH-SO-PVa Otp Glut_1,183,0.005
supertype,0962 NTS Phox2b Glut_4,182,0.005
supertype,1053 NI-RPO Gata3 Nr4a2 Gaba_2,181,0.005
supertype,0816 PAG-MRN-RN Foxa2 Gaba_3,181,0.005
supertype,1171 Astroependymal NN_3,181,0.005
supertype,0578 LHA-AHN-PVH Otp Trh Glut_5,180,0.005
supertype,0803 PAG-PPN Pax5 Sox21 Gaba_2,179,0.005
supertype,1043 PRNc Prox1 Brs3 Gly-Gaba_1,179,0.005
supertype,0369 CEA-BST Six3 Cyp26b1 Gaba_3,179,0.005
supertype,1041 PB Sst Gly-Gaba_1,178,0.005
supertype,0486 PVpo-VMPO-MPN Hmx2 Gaba_5,178,0.005
supertype,0292 IA Mgp Gaba_3,178,0.005
supertype,0902 PSV Lmx1a Trpv6 Glut_1,177,0.005
supertype,1051 LDT-DTN Gata3 Nfix Gaba_2,177,0.005
supertype,0337 MEA-BST Sox6 Gaba_1,176,0.005
supertype,1062 PDTg-PCG Pax6 Gaba_2,176,0.005
supertype,0907 LDT-PCG Vsx2 Lhx4 Glut_2,176,0.005
supertype,0291 IA Mgp Gaba_2,175,0.005
supertype,0948 LDT Vsx2 Nkx6-1 Nfib Glut_1,174,0.005
supertype,0933 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_3,174,0.005
supertype,1190 VLMC NN_4,174,0.005
supertype,0315 LSX Nkx2-1 Gaba_10,173,0.005
supertype,0540 MEA-BST Otp Zic2 Glut_2,173,0.005
supertype,1035 CS-RPO Meis2 Gaba_5,173,0.005
supertype,0533 SI-MA-LPO-LHA Skor1 Glut_4,171,0.005
supertype,0837 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_4,171,0.005
supertype,0323 LSX Prdm12 Slit2 Gaba_7,170,0.005
supertype,0940 PSV Pvalb Lhx2 Glut_2,170,0.005
supertype,1134 NTS-PARN Neurod2 Gly-Gaba_5,170,0.005
supertype,0813 IC Six3 En2 Gaba_7,170,0.005
supertype,0363 CEA-BST Gal Avp Gaba_1,168,0.004
supertype,0294 IA Mgp Gaba_5,167,0.004
supertype,0155 OB-in Frmd7 Gaba_6,166,0.004
supertype,0586 PVH-SO-PVa Otp Glut_2,166,0.004
supertype,0700 CUN Evx2 Lhx2 Glut_4,166,0.004
supertype,0418 PVR Six3 Sox3 Gaba_8,164,0.004
supertype,1197 DC NN_1,164,0.004
supertype,0822 PAG-ND-PCG Onecut1 Gaba_5,163,0.004
supertype,0960 NTS Phox2b Glut_2,162,0.004
supertype,0900 PB Lmx1a Glut_6,162,0.004
supertype,0385 CEA-BST Ebf1 Pdyn Gaba_2,162,0.004
supertype,0610 PH Pitx2 Glut_1,160,0.004
supertype,0430 TMv-PMv Tbx3 Hist-Gaba_2,159,0.004
supertype,1052 NI-RPO Gata3 Nr4a2 Gaba_1,159,0.004
supertype,0932 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2,158,0.004
supertype,1042 PB Sst Gly-Gaba_2,157,0.004
supertype,0608 PH-an Pitx2 Glut_1,156,0.004
supertype,0958 PRP-NI-PRNc-GRN Otp Glut_4,156,0.004
supertype,0379 CEA-AAA-BST Six3 Sp9 Gaba_7,156,0.004
supertype,1078 PSV Pax2 Gly-Gaba_1,154,0.004
supertype,0710 MRN Pou3f1 C1ql4 Glut_1,154,0.004
supertype,0732 PAG-SC Pou4f1 Zic1 Glut_3,154,0.004
supertype,1029 HB Calcb Chol_5,153,0.004
supertype,0490 DMH Hmx2 Gaba_4,153,0.004
supertype,0563 VMH Fezf1 Glut_1,153,0.004
supertype,1101 MV-SPIV-PRP Dmbx1 Gly-Gaba_3,152,0.004
supertype,0792 PPN-CUN-PCG Otp En1 Gaba_1,152,0.004
supertype,1066 PDTg Otp Olig3 Gaba_1,152,0.004
supertype,0865 PRT Mecom Gaba_2,152,0.004
supertype,0388 CEA-BST Ebf1 Pdyn Gaba_5,151,0.004
supertype,0952 MEV Ppp1r1c Glut_1,151,0.004
supertype,0544 DMH Nkx2-4 Glut_1,151,0.004
supertype,0426 BST-MPN Six3 Nrgn Gaba_7,151,0.004
supertype,0947 IPN-LDT Vsx2 Nkx6-1 Glut_2,150,0.004
supertype,0708 PAG-MRN Pou3f1 Glut_5,150,0.004
supertype,0346 MEA-BST Sox6 Gaba_10,149,0.004
supertype,0322 LSX Prdm12 Slit2 Gaba_6,149,0.004
supertype,0987 SPVI-SPVC Tlx3 Ebf3 Glut_7,148,0.004
supertype,0688 IF-RL-CLI-PAG Foxa1 Glut_4,147,0.004
supertype,0468 ZI Pax6 Gaba_10,147,0.004
supertype,0550 MPN-MPO-PVpo Hmx2 Glut_5,146,0.004
supertype,0140 DG-PIR Ex IMN_1,145,0.004
supertype,0415 PVR Six3 Sox3 Gaba_5,145,0.004
supertype,0709 PAG-MRN Pou3f1 Glut_6,145,0.004
supertype,1032 CS-RPO Meis2 Gaba_2,145,0.004
supertype,0750 PAG Pou4f2 Mesi2 Glut_1,144,0.004
supertype,0562 DMH-LHA Vgll2 Glut_4,143,0.004
supertype,0427 ARH-PVi Six6 Dopa-Gaba_1,143,0.004
supertype,0676 PRC-PAG Pax6 Glut_1,141,0.004
supertype,0421 BST-MPN Six3 Nrgn Gaba_2,140,0.004
supertype,0551 MPN-MPO-PVpo Hmx2 Glut_6,139,0.004
supertype,1000 MV-SPIV Zic4 Neurod2 Glut_4,138,0.004
supertype,0707 PAG-MRN Pou3f1 Glut_4,136,0.004
supertype,0325 LSX Prdm12 Slit2 Gaba_9,135,0.004
supertype,0583 AHN-RCH-LHA Otp Fezf1 Glut_5,135,0.004
supertype,0727 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_10,135,0.004
supertype,1111 PAS-MV Ebf2 Gly-Gaba_3,134,0.004
supertype,0931 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_1,134,0.004
supertype,0296 NDB-SI-ant Prdm12 Gaba_2,134,0.004
supertype,0603 STN-PSTN Pitx2 Glut_6,132,0.004
supertype,0734 PAG-MRN Tfap2b Glut_2,132,0.004
supertype,0942 PSV Pvalb Lhx2 Glut_4,131,0.004
supertype,0828 PAG-RN Nkx2-2 Otx1 Gaba_6,131,0.004
supertype,1019 SPVC Mafa Glut_2,130,0.003
supertype,0213 Pvalb Gaba_9,130,0.003
supertype,0469 ZI Pax6 Gaba_11,129,0.003
supertype,0920 PB Evx2 Glut_7,129,0.003
supertype,0590 PVH-SO-PVa Otp Glut_6,129,0.003
supertype,0609 PH-an Pitx2 Glut_2,128,0.003
supertype,1084 PRP Otp Gly-Gaba_2,127,0.003
supertype,1128 MV Xdh Gly-Gaba_1,126,0.003
supertype,0477 PVHd-DMH Lhx6 Gaba_4,126,0.003
supertype,0344 MEA-BST Sox6 Gaba_8,125,0.003
supertype,0712 MRN Pou3f1 C1ql4 Glut_3,125,0.003
supertype,0356 MEA-BST Lhx6 Nr2e1 Gaba_3,125,0.003
supertype,1060 LDT-PCG-CS Gata3 Lhx1 Gaba_5,125,0.003
supertype,0903 PB-SUT Tlx3 Lhx2 Glut_1,125,0.003
supertype,0623 PH-SUM Foxa1 Glut_2,124,0.003
supertype,0754 PAG Pou4f2 Mesi2 Glut_5,124,0.003
supertype,0905 PB Pax5 Glut_2,124,0.003
supertype,0938 PB-PSV Phox2b Glut_1,123,0.003
supertype,0653 CM-IAD-CL-PCN Sema5b Glut_5,123,0.003
supertype,0331 LSX Sall3 Lmo1 Gaba_1,122,0.003
supertype,1026 HB Calcb Chol_2,121,0.003
supertype,0366 SI-MA-ACB Ebf1 Bnc2 Gaba_3,120,0.003
supertype,0557 ARH-PVp Tbx3 Glut_4,120,0.003
supertype,0306 LSX Nkx2-1 Gaba_1,120,0.003
supertype,0911 LDT-PCG Vsx2 Lhx4 Glut_6,119,0.003
supertype,1126 PARN-MDRNd-NTS Gbx2 Gly-Gaba_7,119,0.003
supertype,0390 CEA-BST Ebf1 Pdyn Gaba_7,119,0.003
supertype,1100 MV-SPIV-PRP Dmbx1 Gly-Gaba_2,118,0.003
supertype,0927 PCG-PRNr Vsx2 Nkx6-1 Glut_3,118,0.003
supertype,0759 SC Bnc2 Glut_4,118,0.003
supertype,0998 MV-SPIV Zic4 Neurod2 Glut_2,116,0.003
supertype,0930 PCG-PRNr Vsx2 Nkx6-1 Glut_6,116,0.003
supertype,0840 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_7,116,0.003
supertype,0972 PGRNd Dmbx1 Glut_1,115,0.003
supertype,0909 LDT-PCG Vsx2 Lhx4 Glut_4,115,0.003
supertype,0877 IPN Otp Crisp1 Gaba_1,114,0.003
supertype,0961 NTS Phox2b Glut_3,114,0.003
supertype,0701 CUN Evx2 Lhx2 Glut_5,113,0.003
supertype,0908 LDT-PCG Vsx2 Lhx4 Glut_3,113,0.003
supertype,0485 PVpo-VMPO-MPN Hmx2 Gaba_4,113,0.003
supertype,1049 LDT Fgf7 Gaba_1,112,0.003
supertype,1057 LDT-PCG-CS Gata3 Lhx1 Gaba_2,112,0.003
supertype,0172 OB-STR-CTX Inh IMN_7,111,0.003
supertype,0558 ARH-PVp Tbx3 Glut_5,110,0.003
supertype,0621 PMd-LHA Foxb1 Glut_3,109,0.003
supertype,0196 RHP-COA Ndnf Gaba_4,109,0.003
supertype,0827 PAG-RN Nkx2-2 Otx1 Gaba_5,108,0.003
supertype,0841 SC Otx2 Gcnt4 Gaba_1,108,0.003
supertype,0683 MRN-PAG Nkx6-1 Glut_1,107,0.003
supertype,0561 DMH-LHA Vgll2 Glut_3,107,0.003
supertype,0715 PRC-PAG Tcf7l2 Irx2 Glut_3,106,0.003
supertype,0726 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9,104,0.003
supertype,0851 SCm-PAG Cdh23 Gaba_4,104,0.003
supertype,1201 T cells NN_4,104,0.003
supertype,0879 IPN Otp Crisp1 Gaba_3,104,0.003
supertype,0553 DMH Hmx2 Glut_2,104,0.003
supertype,0836 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_3,102,0.003
supertype,0615 PH-LHA Foxb1 Glut_4,100,0.003
supertype,0821 PAG-ND-PCG Onecut1 Gaba_4,100,0.003
supertype,0826 PAG-RN Nkx2-2 Otx1 Gaba_4,100,0.003
supertype,0833 PRT Tcf7l2 Gaba_5,98,0.003
supertype,0625 PH-SUM Foxa1 Glut_4,97,0.003
supertype,0494 ARH-PVp Tbx3 Gaba_2,97,0.003
supertype,0182 Vip Gaba_10,97,0.003
supertype,0571 VMH Nr5a1 Glut_6,95,0.003
supertype,0981 SPVI-SPVC Tlx3 Ebf3 Glut_1,94,0.003
supertype,0954 IRN Vip Glut_1,94,0.003
supertype,0389 CEA-BST Ebf1 Pdyn Gaba_6,93,0.002
supertype,0936 PRNc-PARN Tlx1 Glut_2,90,0.002
supertype,0687 IF-RL-CLI-PAG Foxa1 Glut_3,89,0.002
supertype,0417 PVR Six3 Sox3 Gaba_7,89,0.002
supertype,1023 MDRNd Bves Glut_1,89,0.002
supertype,0993 MV-SPIV Phox2b Ebf3 Lbx1 Glut_2,88,0.002
supertype,0516 COAa-PAA-MEA Barhl2 Glut_8,88,0.002
supertype,1094 MY Lhx1 Gly-Gaba_6,88,0.002
supertype,0613 PH-LHA Foxb1 Glut_2,88,0.002
supertype,0541 MEA-BST Otp Zic2 Glut_3,87,0.002
supertype,0791 PAG-MRN Rln3 Gaba_1,87,0.002
supertype,0163 OB Dopa-Gaba_2,86,0.002
supertype,1092 MY Lhx1 Gly-Gaba_4,86,0.002
supertype,0523 AVPV-MEPO-SFO Tbr1 Glut_5,86,0.002
supertype,1079 PSV Pax2 Gly-Gaba_2,86,0.002
supertype,0440 DMH Prdm13 Gaba_2,85,0.002
supertype,0686 IF-RL-CLI-PAG Foxa1 Glut_2,84,0.002
supertype,0164 OB Dopa-Gaba_3,83,0.002
supertype,0377 CEA-AAA-BST Six3 Sp9 Gaba_5,82,0.002
supertype,0796 MRN-PPN-CUN Pax8 Gaba_2,82,0.002
supertype,0689 IF-RL-CLI-PAG Foxa1 Glut_5,81,0.002
supertype,0743 PAG Pou4f1 Ebf2 Glut_7,81,0.002
supertype,0499 LGv-ZI Otx2 Gaba_4,80,0.002
supertype,0928 PCG-PRNr Vsx2 Nkx6-1 Glut_4,79,0.002
supertype,0894 MB-MY Tph2 Glut-Sero_7,79,0.002
supertype,1095 MY Lhx1 Gly-Gaba_7,78,0.002
supertype,0744 PAG Pou4f1 Ebf2 Glut_8,77,0.002
supertype,0901 PB Lmx1a Glut_7,77,0.002
supertype,0985 SPVI-SPVC Tlx3 Ebf3 Glut_5,77,0.002
supertype,0789 PAG Ucn Glut_1,76,0.002
supertype,0893 MB-MY Tph2 Glut-Sero_6,75,0.002
supertype,0496 LGv-ZI Otx2 Gaba_1,74,0.002
supertype,0618 PH-LHA Foxb1 Glut_7,73,0.002
supertype,0616 PH-LHA Foxb1 Glut_5,73,0.002
supertype,0887 SNc-VTA-RAmb Foxa1 Dopa_8,72,0.002
supertype,0416 PVR Six3 Sox3 Gaba_6,72,0.002
supertype,0777 CUN-PPN Evx2 Meis2 Glut_2,71,0.002
supertype,1001 MV-SPIV Zic4 Neurod2 Glut_5,71,0.002
supertype,1011 DMX VII Tbx20 Chol_2,70,0.002
supertype,0543 LHA-MEA Otp Glut_2,69,0.002
supertype,0955 PRP-NI-PRNc-GRN Otp Glut_1,68,0.002
supertype,0949 LDT Vsx2 Nkx6-1 Nfib Glut_2,63,0.002
supertype,0969 MARN-GRN Pyy Glut_1,62,0.002
supertype,0966 NTS Phox2b Glut_8,61,0.002
supertype,0504 GPi Tbr1 Cngb3 Gaba-Glut_1,60,0.002
supertype,0360 MEA-BST Lhx6 Nfib Gaba_4,59,0.002
supertype,1006 NTS Dbh Glut_3,59,0.002
supertype,0604 STN-PSTN Pitx2 Glut_7,58,0.002
supertype,0526 LHA Barhl2 Glut_3,58,0.002
supertype,0628 HY Gnrh1 Glut_1,57,0.002
supertype,0705 PAG-MRN Pou3f1 Glut_2,57,0.002
supertype,1127 MV Nr4a2 Gly-Gaba_1,56,0.001
supertype,0934 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_4,56,0.001
supertype,0782 PAG Tcf24 Glut_1,56,0.001
supertype,0635 MH Tac2 Glut_4,55,0.001
supertype,0716 PRC-PAG Tcf7l2 Irx2 Glut_4,55,0.001
supertype,0256 NDB-SI-MA-STRv Lhx8 Gaba_13,54,0.001
supertype,0990 CU-ECU-SPVI Foxb1 Glut_3,53,0.001
supertype,0428 ARH-PVi Six6 Dopa-Gaba_2,52,0.001
supertype,0498 LGv-ZI Otx2 Gaba_3,52,0.001
supertype,1065 PDTg Otp Shroom3 Gaba_1,51,0.001
supertype,1106 NTS-MDRNd Prox1 Zic1 Gly-Gaba_2,49,0.001
supertype,0441 PVHd Gsc Gaba_1,49,0.001
supertype,1004 NTS Dbh Glut_1,49,0.001
supertype,0243 Sst Chodl Gaba_6,47,0.001
supertype,0684 MRN-PAG Nkx6-1 Glut_2,47,0.001
supertype,1068 LDT-PCG St18 Gaba_2,47,0.001
supertype,0937 PRNc-PARN Tlx1 Glut_3,46,0.001
supertype,0896 PB Lmx1a Glut_2,45,0.001
supertype,0619 PMd-LHA Foxb1 Glut_1,44,0.001
supertype,1059 LDT-PCG-CS Gata3 Lhx1 Gaba_4,44,0.001
supertype,1025 HB Calcb Chol_1,42,0.001
supertype,1105 NTS-MDRNd Prox1 Zic1 Gly-Gaba_1,40,0.001
supertype,0971 NTS Mbnl3 Glut_1,40,0.001
supertype,0924 B-PB Nr4a2 Glut_2,39,0.001
supertype,0696 PAG Pou4f3 Glut_3,38,0.001
supertype,0797 MRN-PPN-CUN Pax8 Gaba_3,37,0.001
supertype,1064 PDTg-PCG Pax6 Gaba_4,37,0.001
supertype,0671 RE-Xi Nox4 Glut_4,35,0.001
supertype,0995 MV-SPIV Phox2b Ebf3 Lbx1 Glut_4,35,0.001
supertype,0596 PH-ant-LHA Otp Bsx Glut_6,34,0.001
supertype,0983 SPVI-SPVC Tlx3 Ebf3 Glut_3,33,0.001
supertype,0617 PH-LHA Foxb1 Glut_6,33,0.001
supertype,0679 PRC-PAG Pax6 Glut_4,32,0.001
supertype,1196 Monocytes NN_1,32,0.001
supertype,1117 CU-ECU Pax2 Gly-Gaba_1,31,0.001
supertype,0728 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_11,29,0.001
supertype,0996 MV-SPIV Phox2b Ebf3 Lbx1 Glut_5,29,0.001
supertype,0559 DMH-LHA Vgll2 Glut_1,28,0.001
supertype,1200 NK cells NN_3,28,0.001
supertype,0334 LSX Sall3 Lmo1 Gaba_4,27,0.001
supertype,1054 NI-RPO Gata3 Nr4a2 Gaba_3,27,0.001
supertype,0994 MV-SPIV Phox2b Ebf3 Lbx1 Glut_3,26,0.001
supertype,1088 GRN-IRN-MDRNd Ikzf1 Gly-Gaba_1,25,0.001
supertype,0680 PRC-PAG Pax6 Glut_5,25,0.001
supertype,1124 PARN-MDRNd-NTS Gbx2 Gly-Gaba_5,23,0.001
supertype,1018 SPVC Mafa Glut_1,21,0.001
supertype,1030 Pineal Crx Glut_1,21,0.001
supertype,1020 SPVC Ccdc172 Glut_1,21,0.001
supertype,1140 RO-RPA Pkd2l1 Gaba_1,20,0.001
supertype,1112 PAS-MV Ebf2 Gly-Gaba_4,17,0.0
supertype,0692 PAG-SC Neurod2 Meis2 Glut_3,16,0.0
supertype,0706 PAG-MRN Pou3f1 Glut_3,16,0.0
supertype,1024 MDRNv Crp Glut_1,15,0.0
supertype,0401 SI-MPO-LPO Lhx8 Gaba_6,14,0.0
supertype,1046 CS-PRNr-PCG Tmem163 Otp Gaba_3,13,0.0
supertype,1103 MDRNd Prox1 Pax6 Gly-Gaba_1,12,0.0
supertype,0970 MDRNv Lhx4 Qrfprl Glut_1,12,0.0
supertype,0012 L5/6 IT TPE-ENT Glut_6,10,0.0
supertype,0991 CU-ECU-SPVI Foxb1 Glut_4,9,0.0
supertype,1021 SPVC Nmu Glut_1,8,0.0
supertype,1009 NTS Dbh Glut_6,6,0.0
supertype,0171 OB-STR-CTX Inh IMN_6,5,0.0
supertype,1199 ILC NN_2,4,0.0
supertype,1022 SPVC Nmu Glut_2,4,0.0
supertype,1008 NTS Dbh Glut_5,3,0.0
supertype,1002 NTS Aldh1a2 Glut_1,2,0.0
supertype,0986 SPVI-SPVC Tlx3 Ebf3 Glut_6,2,0.0
cluster,5285 MOL NN_4,245524,6.565
cluster,5310 Endo NN_1,196820,5.263
cluster,5201 CB Granule Glut_2,170315,4.554
cluster,5284 MOL NN_4,138577,3.705
cluster,5219 Astro-TE NN_1,113425,3.033
cluster,5224 Astro-TE NN_3,88638,2.37
cluster,5214 Astro-NT NN_2,77612,2.075
cluster,5225 Astro-TE NN_3,71560,1.913
cluster,0109 L2/3 IT CTX Glut_2,69961,1.871
cluster,5188 CBX MLI Megf11 Gaba_1,66439,1.776
cluster,5271 OPC NN_2,51715,1.383
cluster,5312 Microglia NN_1,48745,1.303
cluster,5304 Peri NN_1,45728,1.223
cluster,5309 Endo NN_1,45526,1.217
cluster,5286 MOL NN_4,40651,1.087
cluster,0982 STR D2 Gaba_4,39601,1.059
cluster,0950 STR D1 Gaba_3,33587,0.898
cluster,5216 Astro-NT NN_2,33004,0.882
cluster,0082 L4/5 IT CTX Glut_2,31925,0.854
cluster,0079 L4/5 IT CTX Glut_2,29867,0.799
cluster,5206 Bergmann NN_1,29613,0.792
cluster,0981 STR D2 Gaba_4,22187,0.593
cluster,5287 MOL NN_4,21705,0.58
cluster,0439 L6 CT CTX Glut_1,21432,0.573
cluster,5311 Endo NN_1,20864,0.558
cluster,5210 Astro-NT NN_1,19164,0.512
cluster,5299 VLMC NN_1,19075,0.51
cluster,5192 CBX MLI Cdh22 Gaba_1,17455,0.467
cluster,0443 L6 CT CTX Glut_2,17375,0.465
cluster,5209 Astro-NT NN_1,17213,0.46
cluster,5296 VLMC NN_1,16450,0.44
cluster,0954 STR D1 Gaba_4,16252,0.435
cluster,0436 L6 CT CTX Glut_1,16039,0.429
cluster,0118 L2/3 IT CTX Glut_4,15246,0.408
cluster,5265 CHOR NN_1,14621,0.391
cluster,0951 STR D1 Gaba_3,14511,0.388
cluster,5308 SMC NN_1,14069,0.376
cluster,5227 Astro-TE NN_3,13431,0.359
cluster,5264 CHOR NN_1,12714,0.34
cluster,0442 L6 CT CTX Glut_2,12661,0.339
cluster,0100 L4/5 IT CTX Glut_6,12213,0.327
cluster,0507 DG Glut_2,12208,0.326
cluster,4199 PG-TRN-LRN Fat2 Glut_1,11916,0.319
cluster,5256 Ependymal NN_1,11731,0.314
cluster,5208 Astro-NT NN_1,11345,0.303
cluster,2648 TH Prkcd Grin2c Glut_1,11130,0.298
cluster,5217 Astro-NT NN_2,11098,0.297
cluster,5301 VLMC NN_2,11006,0.294
cluster,5215 Astro-NT NN_2,10991,0.294
cluster,5212 Astro-NT NN_1,10849,0.29
cluster,5195 CBX Purkinje Gaba_2,10338,0.276
cluster,0444 L6 CT CTX Glut_2,10213,0.273
cluster,0959 STR D1 Gaba_6,10127,0.271
cluster,5297 VLMC NN_1,10077,0.269
cluster,0039 L6 IT CTX Glut_2,9620,0.257
cluster,0061 L5 IT CTX Glut_3,9573,0.256
cluster,5258 Ependymal NN_1,9571,0.256
cluster,0510 DG Glut_4,9122,0.244
cluster,0364 L5 ET CTX Glut_2,9092,0.243
cluster,0455 L6 CT CTX Glut_5,9061,0.242
cluster,5269 OPC NN_1,8936,0.239
cluster,0740 Pvalb Gaba_3,8753,0.234
cluster,5295 ABC NN_1,8672,0.232
cluster,5307 SMC NN_1,8532,0.228
cluster,0975 STR D2 Gaba_2,8323,0.223
cluster,0743 Pvalb Gaba_4,8321,0.222
cluster,5298 VLMC NN_1,8000,0.214
cluster,0505 DG Glut_2,7874,0.211
cluster,0184 IT AON-TT-DP Glut_5,7859,0.21
cluster,3306 IC Tfap2d Maf Glut_3,7820,0.209
cluster,0043 L6 IT CTX Glut_2,7622,0.204
cluster,0976 STR D2 Gaba_2,7573,0.202
cluster,0343 L2/3 IT RSP Glut_2,7207,0.193
cluster,5197 CB Granule Glut_1,7132,0.191
cluster,5190 CBX MLI Megf11 Gaba_2,7040,0.188
cluster,0117 L2/3 IT CTX Glut_4,6713,0.179
cluster,3284 IC Tfap2d Maf Glut_1,6608,0.177
cluster,0547 OB-in Frmd7 Gaba_2,6540,0.175
cluster,0958 STR D1 Gaba_6,6522,0.174
cluster,0042 L6 IT CTX Glut_2,6353,0.17
cluster,0150 L2/3 IT PIR-ENTl Glut_3,6272,0.168
cluster,0040 L6 IT CTX Glut_2,6241,0.167
cluster,2649 TH Prkcd Grin2c Glut_1,6234,0.167
cluster,0041 L6 IT CTX Glut_2,6077,0.162
cluster,0130 L2/3 IT ENT Glut_4,5898,0.158
cluster,0110 L2/3 IT CTX Glut_2,5891,0.158
cluster,0953 STR D1 Gaba_4,5872,0.157
cluster,0004 CLA-EPd-CTX Car3 Glut_1,5722,0.153
cluster,0961 STR D1 Gaba_8,5670,0.152
cluster,0437 L6 CT CTX Glut_1,5613,0.15
cluster,0060 L5 IT CTX Glut_2,5585,0.149
cluster,5294 ABC NN_1,5518,0.148
cluster,0262 CA1-ProS Glut_1,5388,0.144
cluster,0709 Lamp5 Gaba_1,5337,0.143
cluster,0105 L2/3 IT CTX Glut_1,5192,0.139
cluster,0096 L4/5 IT CTX Glut_5,5178,0.138
cluster,0116 L2/3 IT CTX Glut_3,5173,0.138
cluster,0070 L4/5 IT CTX Glut_1,5117,0.137
cluster,0156 L2/3 IT PIR-ENTl Glut_4,5031,0.135
cluster,0754 Pvalb Gaba_8,4981,0.133
cluster,0335 L2/3 IT PPP Glut_2,4976,0.133
cluster,0742 Pvalb Gaba_3,4902,0.131
cluster,5293 ABC NN_1,4891,0.131
cluster,0081 L4/5 IT CTX Glut_2,4868,0.13
cluster,5196 CBX Purkinje Gaba_2,4785,0.128
cluster,0939 OT D3 Folh1 Gaba_1,4784,0.128
cluster,5282 MFOL NN_3,4724,0.126
cluster,0977 STR D2 Gaba_2,4544,0.121
cluster,5200 CB Granule Glut_2,4542,0.121
cluster,0063 L5 IT CTX Glut_4,4518,0.121
cluster,0097 L4/5 IT CTX Glut_5,4508,0.121
cluster,0342 L2/3 IT RSP Glut_1,4438,0.119
cluster,0979 STR D2 Gaba_4,4431,0.118
cluster,5290 OEC NN_1,4398,0.118
cluster,0263 CA1-ProS Glut_1,4302,0.115
cluster,0023 L5/6 IT TPE-ENT Glut_1,4289,0.115
cluster,0707 Lamp5 Gaba_1,4247,0.114
cluster,0054 L6 IT CTX Glut_5,4182,0.112
cluster,5306 SMC NN_1,4098,0.11
cluster,0942 OT D3 Folh1 Gaba_3,4096,0.11
cluster,0421 L6b/CT ENT Glut_4,4072,0.109
cluster,0425 L6b CTX Glut_1,4035,0.108
cluster,5283 MFOL NN_3,4034,0.108
cluster,5300 VLMC NN_2,4028,0.108
cluster,0069 L4/5 IT CTX Glut_1,4016,0.107
cluster,0445 L6 CT CTX Glut_3,3996,0.107
cluster,0091 L4/5 IT CTX Glut_4,3969,0.106
cluster,0092 L4/5 IT CTX Glut_4,3967,0.106
cluster,0132 L2/3 IT ENT Glut_4,3965,0.106
cluster,0072 L4/5 IT CTX Glut_1,3915,0.105
cluster,0536 OB-in Frmd7 Gaba_1,3890,0.104
cluster,0095 L4/5 IT CTX Glut_5,3875,0.104
cluster,0540 OB-in Frmd7 Gaba_1,3762,0.101
cluster,5288 MOL NN_4,3689,0.099
cluster,0003 CLA-EPd-CTX Car3 Glut_1,3635,0.097
cluster,1604 RT-ZI Gnb3 Gaba_5,3604,0.096
cluster,0058 L5 IT CTX Glut_2,3588,0.096
cluster,0429 L6b CTX Glut_2,3569,0.095
cluster,0071 L4/5 IT CTX Glut_1,3536,0.095
cluster,0146 L2/3 IT PIR-ENTl Glut_2,3536,0.095
cluster,0980 STR D2 Gaba_4,3512,0.094
cluster,0026 L5/6 IT TPE-ENT Glut_2,3461,0.093
cluster,5253 Ependymal NN_1,3436,0.092
cluster,5207 Astro-CB NN_1,3391,0.091
cluster,0948 STR D1 Gaba_2,3364,0.09
cluster,0360 L5 ET CTX Glut_2,3342,0.089
cluster,5273 COP NN_1,3301,0.088
cluster,0468 L5 NP CTX Glut_3,3264,0.087
cluster,5274 COP NN_1,3256,0.087
cluster,0351 L5 ET CTX Glut_1,3179,0.085
cluster,0144 L2/3 IT PIR-ENTl Glut_2,3135,0.084
cluster,3464 SNr Six3 Gaba_1,3109,0.083
cluster,0138 L2/3 IT PIR-ENTl Glut_1,3106,0.083
cluster,0964 STR D1 Gaba_9,3078,0.082
cluster,0943 STR D1 Gaba_1,3074,0.082
cluster,0088 L4/5 IT CTX Glut_3,3071,0.082
