ID	Type	RO:0002220	contact_um2	min_dist_um	centroid_um
ID	TYPE	AI RO:0002220	>AT n2o:contactArea^^xsd:float	>AT n2o:minDistance^^xsd:float	>AT n2o:centroidDistance^^xsd:float
MBA:1021	owl:NamedIndividual	MBA:1101	10625.000	25.000	1877.364
MBA:1101	owl:NamedIndividual	MBA:1021	10625.000	25.000	1877.364
MBA:1021	owl:NamedIndividual	MBA:274	250000.007	25.000	4170.416
MBA:274	owl:NamedIndividual	MBA:1021	250000.007	25.000	4170.416
MBA:1021	owl:NamedIndividual	MBA:440	411875.012	25.000	1369.216
MBA:440	owl:NamedIndividual	MBA:1021	411875.012	25.000	1369.216
MBA:1021	owl:NamedIndividual	MBA:630	1250.000	25.000	1692.371
MBA:630	owl:NamedIndividual	MBA:1021	1250.000	25.000	1692.371
MBA:1021	owl:NamedIndividual	MBA:648	146875.004	25.000	233.709
MBA:648	owl:NamedIndividual	MBA:1021	146875.004	25.000	233.709
MBA:1021	owl:NamedIndividual	MBA:767	10642500.317	25.000	539.662
MBA:767	owl:NamedIndividual	MBA:1021	10642500.317	25.000	539.662
MBA:1021	owl:NamedIndividual	MBA:783	1815625.054	25.000	1655.420
MBA:783	owl:NamedIndividual	MBA:1021	1815625.054	25.000	1655.420
MBA:1021	owl:NamedIndividual	MBA:84	446250.013	25.000	761.496
MBA:84	owl:NamedIndividual	MBA:1021	446250.013	25.000	761.496
MBA:1021	owl:NamedIndividual	MBA:844	5866250.175	25.000	517.665
MBA:844	owl:NamedIndividual	MBA:1021	5866250.175	25.000	517.665
MBA:1021	owl:NamedIndividual	MBA:906	101875.003	25.000	4120.337
MBA:906	owl:NamedIndividual	MBA:1021	101875.003	25.000	4120.337
MBA:1021	owl:NamedIndividual	MBA:919	5533125.165	25.000	682.429
MBA:919	owl:NamedIndividual	MBA:1021	5533125.165	25.000	682.429
MBA:1022	owl:NamedIndividual	MBA:1031	197500.006	25.000	686.446
MBA:1031	owl:NamedIndividual	MBA:1022	197500.006	25.000	686.446
MBA:1022	owl:NamedIndividual	MBA:301	74375.002	25.000	662.371
MBA:301	owl:NamedIndividual	MBA:1022	74375.002	25.000	662.371
MBA:1022	owl:NamedIndividual	MBA:342	263125.008	25.000	1875.401
MBA:342	owl:NamedIndividual	MBA:1022	263125.008	25.000	1875.401
MBA:1022	owl:NamedIndividual	MBA:477	1913750.057	25.000	1020.045
MBA:477	owl:NamedIndividual	MBA:1022	1913750.057	25.000	1020.045
MBA:1022	owl:NamedIndividual	MBA:6	5418750.161	25.000	595.396
MBA:6	owl:NamedIndividual	MBA:1022	5418750.161	25.000	595.396
