cluster,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm
4391 PGRN-PARN-MDRN Hoxb5 Glut_6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4392 PGRN-PARN-MDRN Hoxb5 Glut_6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4393 PGRN-PARN-MDRN Hoxb5 Glut_6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
4395 PGRN-PARN-MDRN Hoxb5 Glut_6,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4396 PGRN-PARN-MDRN Hoxb5 Glut_6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
4397 PGRN-PARN-MDRN Hoxb5 Glut_7,0,0,0,0,0,0,0,35,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0
4398 PGRN-PARN-MDRN Hoxb5 Glut_7,0,0,0,0,0,0,0,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4399 PGRN-PARN-MDRN Hoxb5 Glut_7,0,0,0,0,1,0,0,2,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4401 PGRN-PARN-MDRN Hoxb5 Glut_7,0,0,0,0,0,0,0,27,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4402 PGRN-PARN-MDRN Hoxb5 Glut_7,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4403 PGRN-PARN-MDRN Hoxb5 Glut_7,0,0,0,0,0,0,0,37,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4404 PGRN-PARN-MDRN Hoxb5 Glut_7,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4406 MV-SPIV Slc6a2 Glut_1,0,4,0,0,0,0,0,20,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
4407 MV-SPIV Slc6a2 Glut_1,0,6,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4408 MV-SPIV Slc6a2 Glut_1,0,2,0,0,0,0,0,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4409 MV-SPIV Slc6a2 Glut_1,0,8,0,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4410 MV-SPIV Slc6a2 Glut_1,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4411 MV-SPIV Slc6a2 Glut_1,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4412 SPVI-SPVC Tlx3 Ebf3 Glut_1,0,1,0,0,0,0,0,44,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
4413 SPVI-SPVC Tlx3 Ebf3 Glut_1,0,13,0,0,0,0,0,63,0,1,0,0,0,0,1,0,20,3,8,3,0,0,0,0
4414 SPVI-SPVC Tlx3 Ebf3 Glut_1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4415 SPVI-SPVC Tlx3 Ebf3 Glut_1,0,5,0,0,0,0,0,36,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
4416 SPVI-SPVC Tlx3 Ebf3 Glut_1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4417 SPVI-SPVC Tlx3 Ebf3 Glut_2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4418 SPVI-SPVC Tlx3 Ebf3 Glut_2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4419 SPVI-SPVC Tlx3 Ebf3 Glut_2,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4420 SPVI-SPVC Tlx3 Ebf3 Glut_2,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4421 SPVI-SPVC Tlx3 Ebf3 Glut_2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4422 SPVI-SPVC Tlx3 Ebf3 Glut_2,0,1,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
4423 SPVI-SPVC Tlx3 Ebf3 Glut_2,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4424 SPVI-SPVC Tlx3 Ebf3 Glut_3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4425 SPVI-SPVC Tlx3 Ebf3 Glut_3,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0
4426 SPVI-SPVC Tlx3 Ebf3 Glut_3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4427 SPVI-SPVC Tlx3 Ebf3 Glut_3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0
4428 SPVI-SPVC Tlx3 Ebf3 Glut_3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0
4429 SPVI-SPVC Tlx3 Ebf3 Glut_3,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,4,0,5,0,0,0,0
4430 SPVI-SPVC Tlx3 Ebf3 Glut_3,0,0,0,0,1,0,0,61,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
4431 SPVI-SPVC Tlx3 Ebf3 Glut_4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4432 SPVI-SPVC Tlx3 Ebf3 Glut_4,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
4433 SPVI-SPVC Tlx3 Ebf3 Glut_4,0,2,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4434 SPVI-SPVC Tlx3 Ebf3 Glut_4,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
4435 SPVI-SPVC Tlx3 Ebf3 Glut_4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4436 SPVI-SPVC Tlx3 Ebf3 Glut_4,0,2,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
4437 SPVI-SPVC Tlx3 Ebf3 Glut_4,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4438 SPVI-SPVC Tlx3 Ebf3 Glut_5,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4439 SPVI-SPVC Tlx3 Ebf3 Glut_5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4440 SPVI-SPVC Tlx3 Ebf3 Glut_5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4441 SPVI-SPVC Tlx3 Ebf3 Glut_6,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4442 SPVI-SPVC Tlx3 Ebf3 Glut_6,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4443 SPVI-SPVC Tlx3 Ebf3 Glut_6,0,5,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0
4444 SPVI-SPVC Tlx3 Ebf3 Glut_6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0
4445 SPVI-SPVC Tlx3 Ebf3 Glut_7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4446 SPVI-SPVC Tlx3 Ebf3 Glut_7,0,18,0,0,0,0,0,133,0,0,0,0,0,0,7,3,14,2,12,1,0,0,0,0
4447 SPVI-SPVC Tlx3 Ebf3 Glut_7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4448 CU-ECU-SPVI Foxb1 Glut_1,0,2,0,0,0,0,0,55,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
4449 CU-ECU-SPVI Foxb1 Glut_1,0,15,0,0,0,0,0,76,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0
4450 CU-ECU-SPVI Foxb1 Glut_1,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4451 CU-ECU-SPVI Foxb1 Glut_1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4452 CU-ECU-SPVI Foxb1 Glut_1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4453 CU-ECU-SPVI Foxb1 Glut_1,0,1,0,0,1,0,1,71,0,1,0,0,0,0,1,0,0,2,18,0,0,0,0,0
4454 CU-ECU-SPVI Foxb1 Glut_1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4455 CU-ECU-SPVI Foxb1 Glut_1,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4456 CU-ECU-SPVI Foxb1 Glut_1,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
4457 CU-ECU-SPVI Foxb1 Glut_1,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
4458 CU-ECU-SPVI Foxb1 Glut_1,0,1,0,0,0,0,1,19,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0
4459 CU-ECU-SPVI Foxb1 Glut_1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4460 CU-ECU-SPVI Foxb1 Glut_1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4461 CU-ECU-SPVI Foxb1 Glut_1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4462 CU-ECU-SPVI Foxb1 Glut_1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4463 CU-ECU-SPVI Foxb1 Glut_1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4464 CU-ECU-SPVI Foxb1 Glut_1,0,11,0,0,0,0,0,46,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
4465 CU-ECU-SPVI Foxb1 Glut_1,0,14,0,0,0,0,0,10,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,0
4467 CU-ECU-SPVI Foxb1 Glut_1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4468 CU-ECU-SPVI Foxb1 Glut_2,0,0,0,0,0,0,0,38,0,1,0,0,0,0,0,0,0,7,5,0,0,0,0,0
4469 CU-ECU-SPVI Foxb1 Glut_2,0,55,0,0,0,0,0,104,1,0,0,0,0,0,0,0,29,1,2,0,0,0,0,0
4470 CU-ECU-SPVI Foxb1 Glut_2,0,12,0,0,0,0,2,146,0,1,0,0,0,0,0,0,6,3,9,0,0,0,0,0
4471 CU-ECU-SPVI Foxb1 Glut_2,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4472 CU-ECU-SPVI Foxb1 Glut_3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4473 CU-ECU-SPVI Foxb1 Glut_3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4474 CU-ECU-SPVI Foxb1 Glut_4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4475 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4476 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4477 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,0,0,0,0,0,0,0,58,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4478 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4479 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4480 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4481 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4482 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4483 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4484 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4485 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4486 MV-SPIV Phox2b Ebf3 Lbx1 Glut_2,0,0,0,0,0,0,0,15,0,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4487 MV-SPIV Phox2b Ebf3 Lbx1 Glut_3,0,0,0,0,0,0,0,37,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4488 MV-SPIV Phox2b Ebf3 Lbx1 Glut_4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4489 MV-SPIV Phox2b Ebf3 Lbx1 Glut_5,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4490 MV-SPIV Zic4 Neurod2 Glut_1,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4491 MV-SPIV Zic4 Neurod2 Glut_1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4492 MV-SPIV Zic4 Neurod2 Glut_1,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4493 MV-SPIV Zic4 Neurod2 Glut_1,0,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4494 MV-SPIV Zic4 Neurod2 Glut_1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4495 MV-SPIV Zic4 Neurod2 Glut_1,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496 MV-SPIV Zic4 Neurod2 Glut_1,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4497 MV-SPIV Zic4 Neurod2 Glut_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4498 MV-SPIV Zic4 Neurod2 Glut_1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499 MV-SPIV Zic4 Neurod2 Glut_2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4501 MV-SPIV Zic4 Neurod2 Glut_2,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4502 MV-SPIV Zic4 Neurod2 Glut_2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4503 MV-SPIV Zic4 Neurod2 Glut_2,0,1,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4504 MV-SPIV Zic4 Neurod2 Glut_2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4505 MV-SPIV Zic4 Neurod2 Glut_3,0,1,0,0,0,0,0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4506 MV-SPIV Zic4 Neurod2 Glut_3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4507 MV-SPIV Zic4 Neurod2 Glut_3,0,1,0,0,0,0,0,26,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
4508 MV-SPIV Zic4 Neurod2 Glut_3,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4509 MV-SPIV Zic4 Neurod2 Glut_3,0,7,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4510 MV-SPIV Zic4 Neurod2 Glut_3,0,0,0,0,0,0,0,39,0,1,0,0,0,0,4,4,0,0,2,0,0,0,0,0
4511 MV-SPIV Zic4 Neurod2 Glut_4,0,0,0,0,0,0,0,24,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4512 MV-SPIV Zic4 Neurod2 Glut_4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4513 MV-SPIV Zic4 Neurod2 Glut_4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4514 MV-SPIV Zic4 Neurod2 Glut_4,0,0,0,0,0,0,0,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4515 MV-SPIV Zic4 Neurod2 Glut_5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4516 MV-SPIV Zic4 Neurod2 Glut_5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4517 NTS Aldh1a2 Glut_1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4518 NTS Aldh1a2 Glut_1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4519 NTS Aldh1a2 Glut_1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4520 NTS Aldh1a2 Glut_1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4521 CBN Neurod2 Pvalb Glut_1,0,187,0,0,0,0,2,60,0,10,0,0,0,0,4,0,0,85,1,0,0,0,0,0
4522 CBN Neurod2 Pvalb Glut_1,0,43,0,0,0,0,0,12,0,6,0,0,0,0,0,2,0,9,0,0,0,0,0,0
4523 CBN Neurod2 Pvalb Glut_1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
4524 CBN Neurod2 Pvalb Glut_1,0,132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73,0,0,0,0,0,0
4525 NTS Dbh Glut_1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4526 NTS Dbh Glut_1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
4527 NTS Dbh Glut_1,0,33,0,0,0,0,0,17,0,0,0,0,0,0,19,0,6,0,0,0,0,0,0,0
4528 NTS Dbh Glut_1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4529 NTS Dbh Glut_1,0,3,0,0,0,0,0,12,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
4530 NTS Dbh Glut_1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4531 NTS Dbh Glut_1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4532 NTS Dbh Glut_1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4533 NTS Dbh Glut_2,0,0,0,0,1,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4534 NTS Dbh Glut_2,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4535 NTS Dbh Glut_2,0,0,0,0,0,0,1,48,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4536 NTS Dbh Glut_2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4537 NTS Dbh Glut_2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4538 NTS Dbh Glut_2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
4539 NTS Dbh Glut_2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4540 NTS Dbh Glut_2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4541 NTS Dbh Glut_2,0,0,0,0,0,0,0,24,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
4542 NTS Dbh Glut_3,0,4,0,0,0,0,0,8,0,1,0,0,0,0,4,1,2,0,0,0,0,0,0,0
4543 NTS Dbh Glut_3,0,1,0,0,0,0,0,3,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0
4544 NTS Dbh Glut_3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4545 NTS Dbh Glut_3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
4546 NTS Dbh Glut_3,0,1,0,0,0,0,0,45,0,0,0,0,0,0,10,5,9,0,0,0,0,0,0,0
4547 NTS Dbh Glut_4,0,1,0,0,0,0,0,1,0,53,0,0,0,0,1,0,2,1,0,0,0,0,0,0
4548 NTS Dbh Glut_4,0,3,0,0,0,0,3,101,0,424,0,0,0,0,18,0,1,17,4,4,0,0,0,0
4549 NTS Dbh Glut_5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0
4550 NTS Dbh Glut_6,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4551 DMX VII Tbx20 Chol_1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4552 DMX VII Tbx20 Chol_1,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4553 DMX VII Tbx20 Chol_1,0,0,0,0,0,0,0,93,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0
4554 DMX VII Tbx20 Chol_1,0,0,0,0,0,0,0,82,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0
4555 DMX VII Tbx20 Chol_1,0,0,0,0,0,0,0,108,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4556 DMX VII Tbx20 Chol_2,0,0,0,0,0,0,0,4,0,48,0,0,0,0,0,0,0,1,3,6,0,0,0,0
4557 IO Fgl2 Glut_1,0,0,0,0,0,0,0,2134,0,0,0,0,0,0,0,0,0,0,32,89,0,180,0,0
4558 VCO Mafa Meis2 Glut_1,0,16,0,0,0,0,0,175,1,0,0,0,0,0,6,13,0,2,26,0,0,0,0,0
4559 VCO Mafa Meis2 Glut_1,0,16,0,0,0,0,0,79,3,0,0,0,0,0,15,3,0,0,7,0,0,0,0,0
4560 VCO Mafa Meis2 Glut_1,0,139,0,0,0,0,0,148,0,10,0,0,0,0,6,0,0,63,6,0,0,0,0,0
4561 VCO Mafa Meis2 Glut_2,0,167,0,0,0,0,0,433,0,6,0,0,0,0,45,11,2,26,42,1,0,0,0,0
4562 VCO Mafa Meis2 Glut_3,0,29,0,0,0,0,0,114,2,2,0,0,0,0,9,4,0,6,9,0,0,0,0,0
4563 VCO Mafa Meis2 Glut_3,0,157,0,0,0,0,0,220,0,9,0,0,0,0,8,0,0,42,8,0,0,0,0,0
4564 VCO Mafa Meis2 Glut_3,0,2,0,0,0,0,0,60,0,1,0,0,0,0,9,0,0,3,4,0,0,0,0,0
4565 VCO Mafa Meis2 Glut_3,0,59,0,0,0,0,0,173,0,10,0,0,0,0,10,0,0,35,23,0,0,0,0,0
4566 VCO Mafa Meis2 Glut_4,0,24,0,0,0,0,0,94,0,7,0,0,1,0,11,0,0,16,0,0,0,0,0,0
4567 SPVO Mafa Meis2 Glut_1,0,0,0,0,0,0,0,201,0,30,0,0,0,0,0,0,0,1,25,0,0,0,0,0
4568 SPVO Mafa Meis2 Glut_1,0,0,0,0,0,0,0,45,0,31,0,0,0,0,0,0,0,0,5,0,0,0,0,0
4569 SPVC Mafa Glut_1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
4570 SPVC Mafa Glut_1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
4571 SPVC Mafa Glut_1,0,1,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
4572 SPVC Mafa Glut_1,0,1,0,0,0,0,0,28,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0
4573 SPVC Mafa Glut_1,0,0,0,0,0,0,0,26,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0
4574 SPVC Mafa Glut_2,0,1,0,0,0,0,1,168,0,0,0,2,0,0,0,0,1,0,6,1,0,0,0,0
4575 SPVC Mafa Glut_2,0,8,0,0,0,1,3,707,2,0,0,24,3,0,0,0,14,0,28,5,0,0,1,0
4576 SPVC Mafa Glut_2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4577 SPVC Mafa Glut_2,0,3,0,0,0,0,1,64,1,0,1,2,0,0,0,0,4,0,1,1,0,0,0,0
4578 SPVC Ccdc172 Glut_1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4579 SPVC Ccdc172 Glut_1,0,5,0,0,0,0,0,35,0,0,0,1,0,0,0,0,1,12,6,7,0,0,0,0
4580 SPVC Ccdc172 Glut_1,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4581 SPVC Ccdc172 Glut_1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4582 SPVC Ccdc172 Glut_1,0,5,0,0,0,0,0,29,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0
4583 SPVC Ccdc172 Glut_1,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4584 SPVC Ccdc172 Glut_1,0,4,0,0,0,0,0,36,0,0,0,2,0,0,0,0,1,5,2,2,0,0,0,0
4585 SPVC Ccdc172 Glut_1,0,6,0,0,0,0,0,24,0,0,0,1,0,0,0,0,1,3,4,1,0,0,0,0
