cluster,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm
2598 MH Tac2 Glut_5,0,0,0,5,0,0,0,0,0,0,0,0,184,0,0,0,8,0,0,0,0,0,40,0
2599 LH Pou4f1 Sox1 Glut_1,0,0,0,0,0,0,0,0,0,0,0,0,348,1,0,1,2,0,0,0,0,0,47,0
2600 LH Pou4f1 Sox1 Glut_1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2601 LH Pou4f1 Sox1 Glut_2,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,8,0
2602 LH Pou4f1 Sox1 Glut_2,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,0,11,0
2603 LH Pou4f1 Sox1 Glut_2,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,5,0
2604 LH Pou4f1 Sox1 Glut_2,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,1,0,0,0,0,0,12,0
2605 LH Pou4f1 Sox1 Glut_2,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,12,0
2606 LH Pou4f1 Sox1 Glut_3,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,2,0,0,0,0,0,21,0
2607 LH Pou4f1 Sox1 Glut_3,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,1,1,0,0,0,0,0,8,0
2608 LH Pou4f1 Sox1 Glut_3,0,0,0,1,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,25,0
2609 LH Pou4f1 Sox1 Glut_4,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,2,0,0,0,0,0,0,12,0
2610 LH Pou4f1 Sox1 Glut_4,0,0,0,0,0,0,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,2,0
2611 LH Pou4f1 Sox1 Glut_4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,0,0,0,0,0,9,0
2612 LH Pou4f1 Sox1 Glut_4,0,0,0,1,0,0,2,0,0,0,0,0,139,0,0,0,3,0,0,0,0,0,25,0
2613 AD Serpinb7 Glut_1,0,0,0,0,0,0,0,0,0,0,0,0,562,8,0,0,65,0,0,0,0,0,43,0
2614 AD Serpinb7 Glut_1,0,0,0,0,0,0,0,0,0,0,0,0,302,1,0,0,2,0,0,0,0,0,5,0
2615 AV Col27a1 Glut_1,0,0,0,0,0,0,1,0,0,0,0,0,545,1,0,0,6,0,0,0,0,0,9,0
2616 AV Col27a1 Glut_1,0,0,0,0,0,0,0,0,0,0,0,0,494,10,0,1,16,0,0,0,0,0,31,0
2617 PVT-PT Ntrk1 Glut_1,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2618 PVT-PT Ntrk1 Glut_1,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2619 PVT-PT Ntrk1 Glut_1,0,0,0,0,3,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,1,0,0,0
2620 PVT-PT Ntrk1 Glut_2,0,0,0,0,3,0,3,0,0,0,0,0,59,1,0,0,0,0,0,0,0,0,0,0
2621 PVT-PT Ntrk1 Glut_2,0,0,0,0,4,0,1,0,0,0,0,0,1199,20,0,0,0,0,0,0,0,0,10,0
2622 PVT-PT Ntrk1 Glut_2,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
2623 PVT-PT Ntrk1 Glut_2,0,0,0,0,18,0,0,0,0,0,0,0,317,25,0,0,1,0,0,0,2,0,2,0
2624 PVT-PT Ntrk1 Glut_3,0,0,0,0,29,0,0,0,0,0,0,0,553,68,0,0,13,0,0,0,6,0,9,0
2625 PVT-PT Ntrk1 Glut_3,0,0,0,0,1,0,0,0,0,0,0,0,53,3,0,0,3,0,0,0,1,0,0,0
2626 PVT-PT Ntrk1 Glut_3,0,0,0,0,95,0,1,0,0,0,0,0,423,40,0,0,11,0,0,0,9,0,17,0
2627 PVT-PT Ntrk1 Glut_4,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2628 PVT-PT Ntrk1 Glut_4,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2629 PVT-PT Ntrk1 Glut_4,0,0,0,0,4,0,0,0,0,0,0,0,169,2,0,0,0,0,0,0,0,0,0,0
2630 PVT-PT Ntrk1 Glut_5,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0
2631 PVT-PT Ntrk1 Glut_5,0,0,0,0,5,0,0,0,0,0,0,0,219,3,0,0,2,0,0,0,1,0,1,0
2632 PVT-PT Ntrk1 Glut_6,0,0,0,0,9,0,0,0,0,0,0,0,106,4,0,0,1,0,0,0,1,0,6,0
2633 CM-IAD-CL-PCN Sema5b Glut_1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2634 CM-IAD-CL-PCN Sema5b Glut_1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0
2635 CM-IAD-CL-PCN Sema5b Glut_1,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,5,0
2636 CM-IAD-CL-PCN Sema5b Glut_1,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0
2637 CM-IAD-CL-PCN Sema5b Glut_2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2638 CM-IAD-CL-PCN Sema5b Glut_2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2639 CM-IAD-CL-PCN Sema5b Glut_2,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,1,0,0,0,0,0,7,0
2640 CM-IAD-CL-PCN Sema5b Glut_3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2641 CM-IAD-CL-PCN Sema5b Glut_3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
2642 CM-IAD-CL-PCN Sema5b Glut_3,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
2643 CM-IAD-CL-PCN Sema5b Glut_4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2644 CM-IAD-CL-PCN Sema5b Glut_4,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,2,0
2645 CM-IAD-CL-PCN Sema5b Glut_4,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0
2646 CM-IAD-CL-PCN Sema5b Glut_5,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
2647 CM-IAD-CL-PCN Sema5b Glut_5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2648 TH Prkcd Grin2c Glut_1,0,0,0,1,11,0,1,0,0,0,0,0,433,0,0,0,0,0,2,0,4,16,2,0
2649 TH Prkcd Grin2c Glut_1,0,0,0,0,66,0,0,0,0,0,0,0,5211,0,0,0,3,0,17,0,3,97,3,0
2650 TH Prkcd Grin2c Glut_2,0,0,0,105,19,0,2,0,0,0,1,0,3051,0,0,0,27,0,115,0,156,73,54,0
2651 TH Prkcd Grin2c Glut_3,0,0,0,6,13,0,2,0,0,0,1,0,834,0,0,0,8,0,15,0,5,9,1,0
2652 TH Prkcd Grin2c Glut_3,0,0,0,54,7,0,14,0,0,0,0,0,1121,0,0,1,77,0,9,0,8,8,2,0
2653 TH Prkcd Grin2c Glut_4,0,0,0,0,6,0,1,0,0,0,0,0,395,0,0,0,0,0,1,0,1,0,30,0
2654 TH Prkcd Grin2c Glut_4,0,0,0,3,1,0,2,0,0,0,0,0,125,0,0,0,4,0,11,0,8,1,1,0
2655 TH Prkcd Grin2c Glut_5,0,0,0,3,0,0,0,0,0,0,0,0,175,0,0,0,4,0,1,0,1,1,0,0
2656 TH Prkcd Grin2c Glut_5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
2657 TH Prkcd Grin2c Glut_5,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,1,2,0,0
2658 TH Prkcd Grin2c Glut_5,0,0,0,24,0,0,0,0,0,0,0,0,1950,0,0,0,24,0,1,0,1,0,14,0
2659 TH Prkcd Grin2c Glut_6,0,0,0,7,0,0,0,0,0,0,0,0,47,0,0,0,2,0,1,0,0,1,0,0
2660 TH Prkcd Grin2c Glut_6,0,0,0,12,2,0,8,0,0,0,0,0,789,0,0,0,4,0,2,0,1,2,2,0
2661 TH Prkcd Grin2c Glut_6,0,0,0,0,1,0,1,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0
2662 TH Prkcd Grin2c Glut_6,0,0,0,0,1,0,1,0,0,0,0,0,94,0,0,0,0,0,1,0,0,0,0,0
2663 TH Prkcd Grin2c Glut_6,0,0,0,2,10,0,9,0,0,0,0,0,1499,0,0,0,0,0,16,0,0,8,2,0
2664 TH Prkcd Grin2c Glut_6,0,0,0,13,1,0,2,0,0,0,0,0,540,0,0,0,4,0,7,0,3,5,1,0
2665 TH Prkcd Grin2c Glut_7,0,0,0,5,1,0,1,0,0,0,0,0,200,0,0,0,0,0,2,0,2,0,0,0
2666 TH Prkcd Grin2c Glut_7,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
2667 TH Prkcd Grin2c Glut_7,0,0,0,4,0,0,2,0,0,0,0,0,104,0,0,0,3,0,0,0,1,0,0,0
2668 TH Prkcd Grin2c Glut_8,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
2669 TH Prkcd Grin2c Glut_8,0,0,0,0,0,0,2,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0
2670 TH Prkcd Grin2c Glut_8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
2671 TH Prkcd Grin2c Glut_8,0,0,0,3,1,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,3,0,0
2672 TH Prkcd Grin2c Glut_8,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,1,0,0,0,0,1,0,0
2673 TH Prkcd Grin2c Glut_8,0,0,0,1,0,0,0,0,0,0,0,0,54,0,0,0,1,0,0,0,0,0,0,0
2674 TH Prkcd Grin2c Glut_9,0,0,0,2,0,0,1,0,0,0,0,0,270,2,0,0,1,0,0,0,0,0,2,0
2675 TH Prkcd Grin2c Glut_9,0,0,0,2,2,0,0,0,0,0,0,0,149,0,0,2,0,0,1,0,1,0,2,0
2676 TH Prkcd Grin2c Glut_9,0,0,0,1,0,0,0,0,0,0,1,0,424,0,0,1,3,0,0,0,0,1,1,0
2677 TH Prkcd Grin2c Glut_10,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,2,0
2678 TH Prkcd Grin2c Glut_10,0,0,0,0,0,0,0,0,0,0,0,0,926,0,0,0,1,0,0,0,0,1,1,0
2679 TH Prkcd Grin2c Glut_11,0,0,0,0,0,0,2,0,0,0,0,0,52,0,0,0,0,0,2,0,0,0,1,0
2680 TH Prkcd Grin2c Glut_11,0,0,0,2,3,0,4,0,0,0,0,0,296,0,0,0,2,0,2,0,0,3,2,0
2681 TH Prkcd Grin2c Glut_12,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,1,0
2682 TH Prkcd Grin2c Glut_12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
2683 TH Prkcd Grin2c Glut_13,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,0,1,0,0,0,0,8,0,0
2684 TH Prkcd Grin2c Glut_13,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
2685 TH Prkcd Grin2c Glut_13,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
2686 TH Prkcd Grin2c Glut_13,0,0,0,0,1,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,6,0,0
2687 TH Prkcd Grin2c Glut_13,0,0,0,3,12,0,0,0,0,0,0,0,916,0,0,0,1,0,0,0,0,1,14,0
2688 TH Prkcd Grin2c Glut_14,0,0,0,1,0,0,0,0,0,0,0,0,44,0,0,0,1,0,0,0,0,0,1,0
2689 TH Prkcd Grin2c Glut_14,0,0,0,2,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,2,0,0
2690 RE-Xi Nox4 Glut_1,0,0,0,0,0,0,1,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
2691 RE-Xi Nox4 Glut_1,0,0,0,0,1,0,1,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
2692 RE-Xi Nox4 Glut_1,0,0,0,0,0,0,2,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
2693 RE-Xi Nox4 Glut_1,0,0,0,0,0,0,1,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0
2695 RE-Xi Nox4 Glut_2,0,0,0,0,7,0,1,0,2,0,0,0,35,0,0,0,0,0,0,0,0,0,6,0
2696 RE-Xi Nox4 Glut_2,0,0,0,0,16,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,6,0
2697 RE-Xi Nox4 Glut_2,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2698 RE-Xi Nox4 Glut_3,0,0,0,1,0,0,0,0,3,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0
2699 RE-Xi Nox4 Glut_3,0,0,0,0,3,0,3,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0
2700 RE-Xi Nox4 Glut_3,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
2701 RE-Xi Nox4 Glut_3,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2702 RE-Xi Nox4 Glut_3,0,0,0,0,14,0,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
2703 RE-Xi Nox4 Glut_4,0,0,0,0,1,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
2704 MG-POL-SGN Nts Glut_1,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
2705 MG-POL-SGN Nts Glut_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2706 MG-POL-SGN Nts Glut_1,0,0,0,0,0,0,6,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
2707 MG-POL-SGN Nts Glut_2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2708 MG-POL-SGN Nts Glut_2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2709 MG-POL-SGN Nts Glut_2,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0
2710 PF Fzd5 Glut_1,0,0,0,0,3,0,10,0,0,0,0,0,43,0,0,0,0,0,1,0,0,0,0,0
2711 PF Fzd5 Glut_1,0,0,0,0,0,0,15,0,0,0,0,0,46,0,0,0,0,0,4,0,0,0,0,0
2712 PF Fzd5 Glut_1,0,0,0,0,0,0,2,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,1,0
2713 PF Fzd5 Glut_1,0,0,0,0,6,0,23,0,1,0,0,0,352,0,0,0,0,0,0,0,0,0,5,0
2714 PF Fzd5 Glut_1,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0
2715 PF Fzd5 Glut_1,0,0,0,0,0,0,2,0,0,0,0,0,47,0,0,0,0,0,1,0,0,0,1,0
2716 PF Fzd5 Glut_1,0,0,0,0,0,0,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0
2717 PF Fzd5 Glut_1,0,0,0,0,3,0,32,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,23,0
2718 PF Fzd5 Glut_1,0,0,0,0,6,0,6,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,4,0
2719 PF Fzd5 Glut_1,0,0,0,0,2,0,48,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,19,0
2720 PF Fzd5 Glut_2,0,0,0,0,0,0,0,1,0,0,0,0,284,0,0,0,0,0,1,0,0,0,0,0
2721 PF Fzd5 Glut_2,0,0,0,0,0,0,2,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0
2722 PF Fzd5 Glut_2,0,0,0,0,0,0,1,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,1,0
2723 PF Fzd5 Glut_2,0,0,0,0,0,0,1,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0
2724 PF Fzd5 Glut_2,0,0,0,0,0,0,164,0,0,0,0,0,726,0,0,0,0,0,0,0,0,0,21,0
2725 PF Fzd5 Glut_2,0,0,0,0,0,0,60,0,0,0,0,0,336,1,0,0,0,0,0,0,0,0,20,0
2726 PRC-PAG Pax6 Glut_1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2727 PRC-PAG Pax6 Glut_1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2728 PRC-PAG Pax6 Glut_1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2729 PRC-PAG Pax6 Glut_1,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2730 PRC-PAG Pax6 Glut_1,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
2731 PRC-PAG Pax6 Glut_1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2732 PRC-PAG Pax6 Glut_1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2733 PRC-PAG Pax6 Glut_2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2734 PRC-PAG Pax6 Glut_2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2735 PRC-PAG Pax6 Glut_2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2736 PRC-PAG Pax6 Glut_2,0,0,0,2,0,0,36,0,0,0,0,0,25,0,0,1,3,0,0,0,0,0,3,0
2737 PRC-PAG Pax6 Glut_2,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0
2738 PRC-PAG Pax6 Glut_2,0,0,0,0,0,0,56,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0
2739 PRC-PAG Pax6 Glut_2,0,0,0,0,0,0,35,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,1,0
2740 PRC-PAG Pax6 Glut_2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2741 PRC-PAG Pax6 Glut_3,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2742 PRC-PAG Pax6 Glut_3,0,0,0,0,0,0,13,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0
2743 PRC-PAG Pax6 Glut_3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2744 PRC-PAG Pax6 Glut_3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2745 PRC-PAG Pax6 Glut_3,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2746 PRC-PAG Pax6 Glut_3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2747 PRC-PAG Pax6 Glut_3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2748 PRC-PAG Pax6 Glut_4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2749 PRC-PAG Pax6 Glut_4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2750 PRC-PAG Pax6 Glut_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2751 PRC-PAG Pax6 Glut_5,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2752 MB-ant-ve Dmrta2 Glut_1,0,0,0,0,0,0,50,1,0,0,1,0,0,0,0,0,0,1,5,1,0,0,2,0
2753 MB-ant-ve Dmrta2 Glut_1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2754 MB-ant-ve Dmrta2 Glut_1,0,0,0,0,13,0,154,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0
2755 MB-ant-ve Dmrta2 Glut_1,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,1,8,3,0,0,3,0
2756 MB-ant-ve Dmrta2 Glut_1,0,0,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2757 MB-ant-ve Dmrta2 Glut_1,0,0,0,0,0,0,63,1,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0
2758 MB-ant-ve Dmrta2 Glut_1,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
2759 MB-ant-ve Dmrta2 Glut_1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2760 MB-ant-ve Dmrta2 Glut_1,0,0,0,0,2,0,10,0,0,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0
2761 RN Spp1 Glut_1,0,0,0,0,0,0,265,6,0,3,0,0,0,0,0,0,0,1,2,41,0,0,2,0
2762 MRN-PAG Nkx6-1 Glut_1,0,0,0,0,0,0,29,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0
2763 MRN-PAG Nkx6-1 Glut_1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2765 MRN-PAG Nkx6-1 Glut_2,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2767 IF-RL-CLI-PAG Foxa1 Glut_1,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2768 IF-RL-CLI-PAG Foxa1 Glut_1,0,0,0,0,8,0,71,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0
2769 IF-RL-CLI-PAG Foxa1 Glut_1,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
2770 IF-RL-CLI-PAG Foxa1 Glut_1,0,0,0,0,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0
2771 IF-RL-CLI-PAG Foxa1 Glut_1,0,0,0,0,27,0,57,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,16,0
2772 IF-RL-CLI-PAG Foxa1 Glut_2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2773 IF-RL-CLI-PAG Foxa1 Glut_2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2774 IF-RL-CLI-PAG Foxa1 Glut_2,0,0,0,0,2,0,23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2775 IF-RL-CLI-PAG Foxa1 Glut_3,0,0,0,0,0,0,31,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2776 IF-RL-CLI-PAG Foxa1 Glut_3,0,0,0,0,4,0,59,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,2,0
2778 IF-RL-CLI-PAG Foxa1 Glut_4,2,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,3,0,29,0,0,1,0
2779 IF-RL-CLI-PAG Foxa1 Glut_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2780 IF-RL-CLI-PAG Foxa1 Glut_5,0,0,0,0,8,0,42,1,0,11,0,0,3,0,0,0,0,0,2,0,0,0,1,0
2781 PAG-SC Neurod2 Meis2 Glut_1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782 PAG-SC Neurod2 Meis2 Glut_1,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2783 PAG-SC Neurod2 Meis2 Glut_1,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2784 PAG-SC Neurod2 Meis2 Glut_1,0,0,0,0,0,0,122,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2785 PAG-SC Neurod2 Meis2 Glut_1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786 PAG-SC Neurod2 Meis2 Glut_2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787 PAG-SC Neurod2 Meis2 Glut_2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2788 PAG-SC Neurod2 Meis2 Glut_2,0,0,0,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789 PAG-SC Neurod2 Meis2 Glut_2,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790 PAG-SC Neurod2 Meis2 Glut_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791 PAG-SC Neurod2 Meis2 Glut_4,2,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2792 PAG-SC Neurod2 Meis2 Glut_4,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2793 PAG-SC Neurod2 Meis2 Glut_4,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2794 PAG-SC Neurod2 Meis2 Glut_4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795 PAG-SC Neurod2 Meis2 Glut_4,1,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796 PAG-SC Neurod2 Meis2 Glut_4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2797 PAG-SC Neurod2 Meis2 Glut_4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2798 PAG Pou4f3 Glut_1,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
