supertype,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm
0597 PH-ant-LHA Otp Bsx Glut_7,0,0,0,0,241,0,0,0,0,0,1,0,4,1,0,0,0,0,0,3,1,0,0,0
0598 STN-PSTN Pitx2 Glut_1,0,0,0,0,392,0,19,0,0,0,9,0,0,0,0,0,0,0,2,11,6,3,5,0
0599 STN-PSTN Pitx2 Glut_2,0,0,1,0,117,0,5,0,0,0,4,0,0,0,0,0,0,0,0,6,3,1,0,0
0600 STN-PSTN Pitx2 Glut_3,0,0,0,0,231,0,12,0,0,0,2,0,0,0,0,0,0,0,0,12,8,1,0,0
0601 STN-PSTN Pitx2 Glut_4,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0
0602 STN-PSTN Pitx2 Glut_5,0,1,0,0,949,0,85,0,0,1,162,1,1,0,0,0,0,0,0,41,294,131,0,0
0603 STN-PSTN Pitx2 Glut_6,0,0,0,0,73,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0
0604 STN-PSTN Pitx2 Glut_7,0,0,0,0,85,0,10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,19,0
0605 PMv-TMv Pitx2 Glut_1,0,0,0,0,262,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0606 PMv-TMv Pitx2 Glut_2,0,0,0,0,131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0
0607 PMv-TMv Pitx2 Glut_3,0,0,0,0,413,0,1,1,0,0,0,0,0,4,0,0,2,0,0,0,1,0,0,0
0608 PH-an Pitx2 Glut_1,0,0,0,0,87,0,0,0,1,0,0,0,1,13,0,0,0,0,0,0,0,0,1,0
0609 PH-an Pitx2 Glut_2,0,0,0,0,105,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0
0610 PH Pitx2 Glut_1,0,0,0,0,49,0,1,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0
0611 PH Pitx2 Glut_2,0,0,0,0,473,0,217,2,1,7,1,2,82,6,0,0,3,0,2,2,0,0,25,0
0612 PH-LHA Foxb1 Glut_1,0,0,0,0,142,0,48,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,8,0
0613 PH-LHA Foxb1 Glut_2,0,0,0,0,62,0,8,0,1,0,0,1,0,0,0,0,0,0,2,0,8,0,1,0
0614 PH-LHA Foxb1 Glut_3,0,0,0,0,217,0,20,1,8,0,1,1,0,0,0,0,0,0,2,0,16,0,6,0
0615 PH-LHA Foxb1 Glut_4,0,0,0,0,61,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0616 PH-LHA Foxb1 Glut_5,0,0,0,0,41,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0617 PH-LHA Foxb1 Glut_6,0,0,0,0,349,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
0618 PH-LHA Foxb1 Glut_7,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0619 PMd-LHA Foxb1 Glut_1,0,0,0,0,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0620 PMd-LHA Foxb1 Glut_2,0,0,0,0,866,0,1,4,0,1,0,0,0,1,0,0,0,0,0,0,5,0,21,0
0621 PMd-LHA Foxb1 Glut_3,0,0,0,0,73,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0622 PH-SUM Foxa1 Glut_1,0,0,0,0,64,0,24,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0
0623 PH-SUM Foxa1 Glut_2,0,0,0,0,99,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
0624 PH-SUM Foxa1 Glut_3,0,1,0,0,143,0,29,0,0,1,0,0,11,8,0,0,0,0,0,0,0,0,1,0
0625 PH-SUM Foxa1 Glut_4,0,0,0,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0626 PH-SUM Foxa1 Glut_5,0,0,0,0,599,0,75,0,5,0,0,0,0,2,0,0,0,0,1,4,0,0,54,0
0627 PH-SUM Foxa1 Glut_6,0,0,0,0,298,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0
0628 HY Gnrh1 Glut_1,0,0,0,0,21,2,0,0,8,0,20,18,0,2,0,0,0,0,13,0,4,1,1,0
0629 MM-ant Foxb1 Glut_1,0,0,0,0,2016,0,1,0,0,1,0,0,0,103,0,0,1,0,0,0,0,0,41,0
0630 MM Foxb1 Glut_1,0,0,0,0,1698,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,29,0
0631 MM Foxb1 Glut_2,0,0,0,0,1766,1,3,1,0,4,0,0,0,1,0,0,59,0,0,0,0,0,5,0
0632 MH Tac2 Glut_1,0,0,0,0,0,0,6,0,0,0,0,0,1352,204,0,239,0,0,0,0,0,0,13,0
0633 MH Tac2 Glut_2,0,0,0,2,0,0,0,0,0,0,0,0,1656,252,0,396,36,0,1,0,0,0,63,0
0634 MH Tac2 Glut_3,0,0,0,2,0,0,2,0,0,0,0,0,1291,63,0,77,5,0,0,0,0,0,24,0
0635 MH Tac2 Glut_4,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,2,2,0,0,0,0,0,1,0
0636 MH Tac2 Glut_5,0,0,0,24,0,0,0,0,0,0,0,0,387,0,0,0,35,0,0,0,0,0,83,0
0637 LH Pou4f1 Sox1 Glut_1,0,0,0,0,0,0,0,0,0,0,0,0,355,1,0,1,2,0,0,0,0,0,47,0
0638 LH Pou4f1 Sox1 Glut_2,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,2,0,0,0,0,0,48,0
0639 LH Pou4f1 Sox1 Glut_3,0,0,0,2,0,0,0,0,0,0,0,0,329,0,0,1,3,0,0,0,0,0,54,0
0640 LH Pou4f1 Sox1 Glut_4,0,0,0,1,0,0,5,0,0,0,0,0,299,0,0,2,4,0,0,0,0,0,48,0
0641 AD Serpinb7 Glut_1,0,0,0,0,0,0,0,0,0,0,0,0,864,9,0,0,67,0,0,0,0,0,48,0
0642 AV Col27a1 Glut_1,0,0,0,0,0,0,1,0,0,0,0,0,1039,11,0,1,22,0,0,0,0,0,40,0
0643 PVT-PT Ntrk1 Glut_1,0,0,0,0,7,0,1,0,0,0,0,0,48,4,0,0,0,0,0,0,1,0,0,0
0644 PVT-PT Ntrk1 Glut_2,0,0,0,0,25,0,4,0,0,0,0,0,1594,46,0,0,1,0,0,0,2,0,12,0
0645 PVT-PT Ntrk1 Glut_3,0,0,0,0,125,0,1,0,0,0,0,0,1029,111,0,0,27,0,0,0,16,0,26,0
0646 PVT-PT Ntrk1 Glut_4,0,0,0,0,6,0,0,0,0,0,0,0,184,2,0,0,0,0,0,0,0,0,0,0
0647 PVT-PT Ntrk1 Glut_5,0,0,0,0,5,0,0,0,0,0,0,0,233,5,0,0,2,0,0,0,1,0,1,0
0648 PVT-PT Ntrk1 Glut_6,0,0,0,0,9,0,0,0,0,0,0,0,106,4,0,0,1,0,0,0,1,0,6,0
0649 CM-IAD-CL-PCN Sema5b Glut_1,0,0,0,0,0,0,1,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,8,0
0650 CM-IAD-CL-PCN Sema5b Glut_2,0,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,1,0,0,0,0,0,7,0
0651 CM-IAD-CL-PCN Sema5b Glut_3,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0
0652 CM-IAD-CL-PCN Sema5b Glut_4,0,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,2,0
0653 CM-IAD-CL-PCN Sema5b Glut_5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
0654 TH Prkcd Grin2c Glut_1,0,0,0,1,77,0,1,0,0,0,0,0,5644,0,0,0,3,0,19,0,7,113,5,0
0655 TH Prkcd Grin2c Glut_2,0,0,0,105,19,0,2,0,0,0,1,0,3051,0,0,0,27,0,115,0,156,73,54,0
0656 TH Prkcd Grin2c Glut_3,0,0,0,60,20,0,16,0,0,0,1,0,1955,0,0,1,85,0,24,0,13,17,3,0
0657 TH Prkcd Grin2c Glut_4,0,0,0,3,7,0,3,0,0,0,0,0,520,0,0,0,4,0,12,0,9,1,31,0
0658 TH Prkcd Grin2c Glut_5,0,0,0,27,1,0,0,0,0,0,0,0,2178,0,0,0,28,0,2,0,3,3,14,0
0659 TH Prkcd Grin2c Glut_6,0,0,0,34,15,0,21,0,0,0,0,0,3022,0,0,0,10,0,27,0,4,16,5,0
0660 TH Prkcd Grin2c Glut_7,0,0,0,9,1,0,4,0,0,0,0,0,319,0,0,0,3,0,2,0,3,0,0,0
0661 TH Prkcd Grin2c Glut_8,0,0,0,5,1,0,2,0,0,0,0,0,234,0,0,0,2,0,0,0,0,5,0,0
0662 TH Prkcd Grin2c Glut_9,0,0,0,5,2,0,1,0,0,0,1,0,843,2,0,3,4,0,1,0,1,1,5,0
0663 TH Prkcd Grin2c Glut_10,0,0,0,0,0,0,0,0,0,0,0,0,1104,0,0,0,1,0,0,0,0,1,3,0
0664 TH Prkcd Grin2c Glut_11,0,0,0,2,3,0,6,0,0,0,0,0,348,0,0,0,2,0,4,0,0,3,3,0
0665 TH Prkcd Grin2c Glut_12,0,0,0,0,1,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,1,0
0666 TH Prkcd Grin2c Glut_13,0,0,0,3,13,0,0,0,0,0,0,0,2129,0,0,0,2,0,0,0,0,15,14,0
0667 TH Prkcd Grin2c Glut_14,0,0,0,3,0,0,0,0,0,0,0,0,95,0,0,0,1,0,0,0,0,2,1,0
0668 RE-Xi Nox4 Glut_1,0,0,0,0,1,0,5,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0
0669 RE-Xi Nox4 Glut_2,0,0,0,0,23,0,2,0,2,0,0,0,247,0,0,0,0,0,0,0,0,0,12,0
0670 RE-Xi Nox4 Glut_3,0,0,0,1,29,0,5,0,3,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0
0671 RE-Xi Nox4 Glut_4,0,0,0,0,1,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
0672 MG-POL-SGN Nts Glut_1,0,0,0,0,0,0,10,0,0,0,0,0,40,0,0,1,0,0,0,0,0,0,0,0
0673 MG-POL-SGN Nts Glut_2,0,0,0,0,0,0,3,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0
0674 PF Fzd5 Glut_1,0,0,0,0,20,0,148,0,1,0,0,0,1093,0,0,0,0,0,6,0,0,0,56,0
0675 PF Fzd5 Glut_2,0,0,0,0,0,0,228,1,0,0,0,0,1926,1,0,0,0,0,1,0,0,0,42,0
0676 PRC-PAG Pax6 Glut_1,0,0,0,0,0,0,121,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0
0677 PRC-PAG Pax6 Glut_2,0,0,0,2,0,0,167,0,0,0,1,0,28,1,0,1,7,0,18,0,0,0,4,0
0678 PRC-PAG Pax6 Glut_3,0,0,0,0,0,0,88,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0
0679 PRC-PAG Pax6 Glut_4,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0680 PRC-PAG Pax6 Glut_5,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0681 MB-ant-ve Dmrta2 Glut_1,0,0,0,0,19,0,411,2,0,2,1,0,37,0,0,0,0,2,16,20,0,0,13,0
0682 RN Spp1 Glut_1,0,0,0,0,0,0,265,6,0,3,0,0,0,0,0,0,0,1,2,41,0,0,2,0
0683 MRN-PAG Nkx6-1 Glut_1,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0
0684 MRN-PAG Nkx6-1 Glut_2,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0685 IF-RL-CLI-PAG Foxa1 Glut_1,0,0,0,0,49,0,197,0,0,4,0,0,0,0,0,0,1,0,0,25,0,0,22,0
0686 IF-RL-CLI-PAG Foxa1 Glut_2,0,0,0,0,2,0,35,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0
0687 IF-RL-CLI-PAG Foxa1 Glut_3,0,0,0,0,4,0,90,1,1,4,0,2,0,0,0,0,0,0,0,2,0,0,2,0
0688 IF-RL-CLI-PAG Foxa1 Glut_4,2,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,3,1,29,0,0,1,0
0689 IF-RL-CLI-PAG Foxa1 Glut_5,0,0,0,0,8,0,42,1,0,11,0,0,3,0,0,0,0,0,2,0,0,0,1,0
0690 PAG-SC Neurod2 Meis2 Glut_1,0,0,0,0,0,0,375,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
0691 PAG-SC Neurod2 Meis2 Glut_2,0,0,0,0,0,0,102,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0692 PAG-SC Neurod2 Meis2 Glut_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0693 PAG-SC Neurod2 Meis2 Glut_4,3,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0694 PAG Pou4f3 Glut_1,4,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0695 PAG Pou4f3 Glut_2,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0696 PAG Pou4f3 Glut_3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0697 CUN Evx2 Lhx2 Glut_1,1,11,0,0,0,0,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0698 CUN Evx2 Lhx2 Glut_2,0,5,0,0,0,0,286,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0699 CUN Evx2 Lhx2 Glut_3,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0700 CUN Evx2 Lhx2 Glut_4,1,11,0,0,0,0,139,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0701 CUN Evx2 Lhx2 Glut_5,0,1,0,0,0,0,104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0702 APN C1ql2 Glut_1,0,0,0,0,0,0,1640,1,0,0,0,1,83,0,0,0,22,0,22,0,0,0,0,0
0703 APN C1ql4 Glut_1,0,0,0,0,0,1,1043,0,0,0,0,0,27,0,0,0,3,0,9,0,0,0,0,0
0704 PAG-MRN Pou3f1 Glut_1,3,0,0,0,0,0,548,0,0,11,0,0,0,0,0,0,0,11,1,2,0,0,0,0
0705 PAG-MRN Pou3f1 Glut_2,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0706 PAG-MRN Pou3f1 Glut_3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0707 PAG-MRN Pou3f1 Glut_4,0,0,0,0,0,0,157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0708 PAG-MRN Pou3f1 Glut_5,0,0,0,0,0,0,142,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0709 PAG-MRN Pou3f1 Glut_6,0,0,0,0,0,0,129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0710 MRN Pou3f1 C1ql4 Glut_1,0,0,0,0,0,0,35,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0711 MRN Pou3f1 C1ql4 Glut_2,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0712 MRN Pou3f1 C1ql4 Glut_3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0713 PRC-PAG Tcf7l2 Irx2 Glut_1,0,0,0,0,3,0,300,0,11,0,2,0,74,1,0,0,3,0,5,0,0,0,3,0
0714 PRC-PAG Tcf7l2 Irx2 Glut_2,0,0,0,0,39,0,138,0,1,0,6,1,54,2,0,0,1,0,11,0,0,0,0,0
0715 PRC-PAG Tcf7l2 Irx2 Glut_3,0,0,0,0,0,0,135,1,4,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0
0716 PRC-PAG Tcf7l2 Irx2 Glut_4,0,0,0,0,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0717 PRC-PAG Tcf7l2 Irx2 Glut_5,0,0,0,0,0,0,42,0,2,0,0,0,6,0,0,0,1,0,2,0,0,0,0,0
0718 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,0,2,0,2,1,0,247,0,0,1,0,0,103,0,0,0,14,0,26,0,5,4,6,0
0719 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,0,0,0,0,3,0,177,0,0,0,0,0,76,0,0,0,0,0,1,0,0,1,2,0
0720 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,0,0,0,0,59,0,84,0,0,0,9,1,289,16,0,1,2,0,1,0,3,0,32,0
0721 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,0,0,0,3,6,0,421,0,0,1,0,0,264,0,0,0,6,0,22,0,0,27,0,0
0722 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,0,0,0,0,24,0,220,0,0,0,0,0,238,0,0,0,0,0,5,0,0,1,2,0
0723 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,0,0,0,1,50,0,105,0,0,0,2,0,138,7,0,0,0,0,1,0,1,2,4,0
0724 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7,0,0,0,0,8,0,281,0,0,0,1,1,350,0,0,0,3,0,31,0,0,6,0,0
0725 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,0,0,0,22,4,0,284,0,0,0,1,0,123,0,0,0,8,0,1,0,0,29,0,0
0726 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9,0,0,0,0,35,0,2,0,0,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0
0727 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_10,0,0,0,0,2,0,149,0,0,0,0,0,15,1,0,0,0,0,2,0,0,0,2,0
0728 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_11,0,0,0,2,0,0,12,0,0,0,0,0,14,0,0,0,1,0,1,0,0,0,1,0
0729 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12,0,3,0,0,40,0,16,1,0,0,1,0,37,0,0,0,0,0,3,0,4,2,0,0
0730 PAG-SC Pou4f1 Zic1 Glut_1,5,0,0,0,1,0,739,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
0731 PAG-SC Pou4f1 Zic1 Glut_2,0,0,0,0,0,0,745,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
0732 PAG-SC Pou4f1 Zic1 Glut_3,1,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0
0733 PAG-MRN Tfap2b Glut_1,4,19,0,0,1,0,568,0,0,5,0,0,1,0,3,0,1,1,1,0,0,1,0,0
0734 PAG-MRN Tfap2b Glut_2,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0735 PAG Pou4f1 Bnc2 Glut_1,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0736 PAG Pou4f1 Bnc2 Glut_2,1,1,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0737 PAG Pou4f1 Ebf2 Glut_1,16,1,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0738 PAG Pou4f1 Ebf2 Glut_2,1,0,0,0,0,0,384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0739 PAG Pou4f1 Ebf2 Glut_3,2,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0740 PAG Pou4f1 Ebf2 Glut_4,9,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0741 PAG Pou4f1 Ebf2 Glut_5,3,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0742 PAG Pou4f1 Ebf2 Glut_6,2,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0743 PAG Pou4f1 Ebf2 Glut_7,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0744 PAG Pou4f1 Ebf2 Glut_8,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0745 PAG Pou4f2 Glut_1,3,0,0,0,0,0,1043,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
0746 PAG Pou4f2 Glut_2,1,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0747 PAG Pou4f2 Glut_3,2,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0748 PAG Pou4f2 Glut_4,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0749 PAG Pou4f2 Glut_5,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0750 PAG Pou4f2 Mesi2 Glut_1,2,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0751 PAG Pou4f2 Mesi2 Glut_2,4,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0752 PAG Pou4f2 Mesi2 Glut_3,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0753 PAG Pou4f2 Mesi2 Glut_4,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0754 PAG Pou4f2 Mesi2 Glut_5,6,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0755 PAG Pou4f2 Mesi2 Glut_6,8,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0756 SC Bnc2 Glut_1,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0757 SC Bnc2 Glut_2,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0758 SC Bnc2 Glut_3,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0759 SC Bnc2 Glut_4,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0760 SCig Foxb1 Glut_1,0,0,0,0,0,0,1010,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0761 SCig Foxb1 Glut_2,0,1,0,0,0,0,887,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
0762 SCig Foxb1 Glut_3,0,0,0,0,0,0,380,0,1,0,1,1,1,0,0,0,1,0,2,0,0,0,0,0
0763 SCig Foxb1 Glut_4,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0764 SCig-an-PPT Foxb1 Glut_1,0,0,0,3,0,2,1718,0,1,0,0,0,1,2,0,0,42,0,9,0,0,0,1,0
0765 SCig Foxb1 Otx2 Glut_1,0,0,0,0,0,0,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0766 SCdg-PAG Tfap2b Glut_1,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
0767 SCiw Pitx2 Glut_1,0,0,0,0,0,0,589,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0768 SCiw Pitx2 Glut_2,0,0,0,0,0,0,976,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0769 SCiw Pitx2 Glut_3,0,0,0,0,0,0,1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0770 IC Tfap2d Maf Glut_1,3,344,0,0,0,0,11246,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0
0771 IC Tfap2d Maf Glut_2,47,234,0,2,0,0,2602,0,0,1,0,0,0,0,0,0,6,0,70,0,0,0,0,0
0772 IC Tfap2d Maf Glut_3,16,364,0,0,0,0,10883,0,0,0,0,0,0,0,0,0,8,0,20,0,0,0,0,0
0773 IC Tfap2d Maf Glut_4,3,20,0,2,0,0,1097,0,0,1,0,1,2,0,0,0,4,0,25,0,0,1,0,0
0774 IC Tfap2d Maf Glut_5,0,2,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0775 IC Tfap2d Maf Glut_6,0,42,0,0,0,0,2174,0,2,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0
0776 CUN-PPN Evx2 Meis2 Glut_1,0,2,0,0,0,0,460,0,0,17,0,0,0,0,0,0,0,1,8,0,0,0,0,0
0777 CUN-PPN Evx2 Meis2 Glut_2,0,3,0,0,0,0,78,0,0,39,0,0,0,0,0,0,0,2,10,0,0,0,0,0
0778 CUN-PPN Evx2 Meis2 Glut_3,0,7,0,0,0,0,298,3,0,292,1,1,0,0,3,0,0,35,2,3,0,0,0,0
0779 CUN-PPN Evx2 Meis2 Glut_4,0,6,0,0,0,0,232,0,0,58,1,1,0,0,0,0,2,42,2,1,0,0,0,0
0780 CUN-PPN Evx2 Meis2 Glut_5,0,0,0,0,0,0,311,0,0,6,0,0,0,0,0,0,0,0,21,0,0,0,0,0
0781 PBG Mtnr1a Glut-Chol_1,0,0,0,0,0,0,366,0,0,0,0,1,0,0,0,0,66,0,32,0,0,0,0,0
0782 PAG Tcf24 Glut_1,0,0,0,0,18,0,25,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,1,0
0783 SCig Tfap2b Chrnb3 Glut_1,0,0,0,0,0,0,892,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0784 SCop Pou4f2 Neurod2 Glut_1,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0785 SCsg Pde5a Glut_1,0,1,0,9,0,39,1321,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
0786 SCsg Pde5a Glut_2,0,0,0,4,0,6,941,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
0787 SCsg Pde5a Glut_3,0,0,0,5,0,13,1673,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0
0788 SCop Sln Glut_1,0,0,0,0,0,0,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0789 PAG Ucn Glut_1,0,0,0,0,1,0,152,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0
0790 ND-INC Foxd2 Glut_1,0,0,0,0,51,0,763,0,0,2,0,0,19,0,0,0,0,0,6,8,0,0,66,0
0791 PAG-MRN Rln3 Gaba_1,0,0,0,0,1,0,113,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0
